inchikey,name,smiles,canonical_smiles,structure_check,in_epsilon_roster,epsilon,in_anchor_roster,themol_uuid,themol_h5_file,natoms,geometry_sha256,source_dataset,source_level,source_license,xtb_version,unit_check,homo_gfn2_eV,lumo_gfn2_eV,gap_gfn2_eV,batt_homo_eV,batt_lumo_eV,batt_gap_eV,pubchemqc_homo_eV,pubchemqc_lumo_eV,gfn2_minus_batt_homo_eV,gfn2_minus_batt_lumo_eV,gfn2_minus_batt_gap_eV,gfn2_minus_pubchemqc_homo_eV,gfn2_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
XDTMQSROBMDMFD-UHFFFAOYSA-N,cyclohexane,C1CCCCC1,C1CCCCC1,inchikey_match,true,2.02,false,3152c1b7117c5c7aaf2c85bb1aaad410,hessian_14.h5,18,45350060598b8a17239299659c47ecfee6bca993b7e7ad3c3fb2ca93071ce115,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.9794,1.863,12.8424,,,,-7.902186,2.345621,,,,-3.0772139999999997,-0.48262099999999997,,,,uncalibrated_reference
XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,CCOC(C)=O,CCOC(C)=O,inchikey_match,true,6.02,true,813a126b8e7758c4913ff5a2a97de955,hessian_35.h5,14,d0e8a1d8f28dcff0839d118e085fcf9644442cdbc85d9022fe1fb6deb9ad8654,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3724,-6.3604,5.0120000000000005,-10.4570999146,1.61249995232,12.06959986692,-7.295372,0.323815,-0.9153000854000002,-7.972899952320001,-7.05759986692,-4.077028,-6.684215,,,,paired_anchor
XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,O,O,inchikey_match,true,78.87,false,076e6435ed8059d5943576f6e75e6730,hessian_11.h5,3,4137c48f49fe6da3baec952ea248dfd4a396272d186c456c7b7d7acd2e40d65a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-12.1534,1.9322,14.0856,,,,-7.926676,1.86398,,,,-4.226724,0.06821999999999995,,,,uncalibrated_reference
XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,CCCC(C)=O,CCCC(C)=O,inchikey_match,true,15.45,false,04379b48afcf55baaeb499fd435e56bb,hessian_11.h5,16,4bbfdbb12048599eeed59e25c0d48d579dbb6e8efdcad9f70a59ae5cca0d8341,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7224,-6.8091,3.9133000000000004,,,,-6.628693,-0.302046,,,,-4.093707,-6.507054,,,,uncalibrated_reference
XNWFRZJHXBZDAG-UHFFFAOYSA-N,2-Methoxyethanol,COCCO,COCCO,inchikey_match,true,16.0,false,065154053b0e5b77bbd487cc7809d344,hessian_18.h5,13,0dae962478f8094b242f7f880a548e4ef5bc51590de29096329d46f46f80dd73,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.2028,0.0061,11.2089,,,,-6.862711,2.163305,,,,-4.340089,-2.157205,,,,uncalibrated_reference
XQFJDFIHJKPUEL-UHFFFAOYSA-N,CompMol437,COc1ccccc1N(C)C,COc1ccccc1N(C)C,inchikey_match,false,,true,7bbdaab35a91500ea3e3bd39ad21af2f,hessian_22.h5,24,a3884fec804e9ef3ac2b1736e2dbf67d861d6da3a46c8e2e8dfcf4c1ebbca112,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.129,-6.0412,3.0877999999999997,-8.13179969788,1.58539998531,9.71719968319,-5.630036,0.100682,-0.9972003021199995,-7.6265999853099995,-6.62939968319,-3.498964,-6.141882,,,,paired_anchor
XTHFKEDIFFGKHM-UHFFFAOYSA-N,"1,2-dimethoxyethane",COCCOC,COCCOC,inchikey_match,true,7.0695,true,644f7756f2fe5e519f714b5ae27030fa,hessian_44.h5,16,53a7120c86ef56c4f58d28295ffbbb507259b5dbb0a674bd4919c79a9e110fe3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.843,0.4894,11.3324,-9.5669002533,1.74090003967,11.30780029297,-6.685837,2.117046,-1.2760997467,-1.25150003967,0.02459970702999925,-4.157163,-1.6276460000000001,,,,paired_anchor
XWSNBKDRTFVUMY-UHFFFAOYSA-N,CompMol11376,CCCc1cscn1,CCCc1cscn1,inchikey_match,false,,true,b77a265c15b95c6fb5099977477d33d9,hessian_11.h5,17,e81eb3cbca2ba62d6d316ae58204f42849ef6ad02d070d188bd79c4df52af837,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7423,-7.1145,3.6278000000000006,-9.16549968719,1.36099994183,10.52649962902,-6.481752,-0.647631,-1.5768003128100005,-8.47549994183,-6.898699629019999,-4.260548,-6.466869,,,,paired_anchor
YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,O=C1CCCO1,O=C1CCCO1,inchikey_match,true,41.99,true,f1a7491c1c1453f2a221ffac802128f5,hessian_20.h5,12,83ac55fa816b543a54c59ee00e8ba7a9640df52106ab72f58b20ea81404897e3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.4609,-6.5203,4.940600000000001,-10.3659000397,1.61020004749,11.97610008719,-7.257276,0.242181,-1.094999960300001,-8.130500047489999,-7.035500087189999,-4.2036240000000005,-6.762481,,,,paired_anchor
YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",FC(C(F)(F)F)C(F)(F)F,FC(C(F)(F)F)C(F)(F)F,inchikey_match,true,4.1348,false,c959031a80245c1f95a333bd484d6050,hessian_28.h5,11,fe5838c48006fe3656ddb206d6c6c9e3603452d772e83f0e97410db497c566a3,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-14.4949,-3.1243,11.3706,,,,-10.438287,0.604093,,,,-4.056612999999999,-3.7283929999999996,,,,uncalibrated_reference
YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",ClCCCCl,ClCCCCl,inchikey_match,true,9.5,false,b18175949c155e07971864a859152442,hessian_46.h5,11,dd5ba28fe311c8be72782270a78f42714f4d3b20a3201fc05b92c97c890bb036,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0456,-4.6237,6.4219,,,,-7.970215,-0.008163,,,,-3.0753850000000007,-4.615537000000001,,,,uncalibrated_reference
YKYONYBAUNKHLG-UHFFFAOYSA-N,propyl ethanoate,CCCOC(C)=O,CCCOC(C)=O,inchikey_match,false,,true,69f0bb731eda50149f315207fd76a888,hessian_2.h5,17,d0b6b80daae8ea05689b0cc2b0edc7ecbcd7d83b29ab9bf067bd80c67a5c1d99,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.3615,-6.361,5.0005,-10.4561004639,1.61839997768,12.07450044158,-7.287209,0.342863,-0.9053995360999991,-7.97939997768,-7.07400044158,-4.074291,-6.703863,,,,paired_anchor
YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,c1ccoc1,c1ccoc1,inchikey_match,true,2.95,true,d918327d17e357a29f7e805706c5345c,hessian_39.h5,9,99839322f649ecd2375c74475fe5fbcb3123d6336c110c15f6d0e4b7ca06ff2d,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7029,-5.9035,4.7993999999999994,-8.9856004715,1.80139994621,10.78700041771,-6.114398,0.323815,-1.7172995285,-7.70489994621,-5.987600417710001,-4.588501999999999,-6.227315,,,,paired_anchor
YMWUJEATGCHHMB-UHFFFAOYSA-N,dichloromethane,ClCCl,ClCCl,inchikey_match,true,9.1,false,15a3c536ba1d514d988aca8021a1e1c7,hessian_46.h5,5,ef1c0e7d8bd7afd905e12a46735bd601954e4f174bb75b4ee4084bdaeb584a65,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.7046,-5.8254,5.879199999999999,,,,-8.34029,-0.097961,,,,-3.3643099999999997,-5.727439,,,,uncalibrated_reference
YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,C1COCCN1,C1COCCN1,inchikey_match,true,7.33,false,07ce8429a1535cf9bb58c84d5654c382,hessian_20.h5,15,44a30c4b317533f3075f18a19d99e13b3aea741865454cda99c2315e328d9a07,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-9.8252,-0.1894,9.6358,,,,-6.108956,2.097998,,,,-3.7162440000000005,-2.287398,,,,uncalibrated_reference
YWAKXRMUMFPDSH-UHFFFAOYSA-N,1-Pentene,C=CCCC,C=CCCC,inchikey_match,true,2.100,false,1c10696037165e8eb5d8f6f9916ef26b,hessian_26.h5,15,0fe0b493440a028c0d44462a7c06391f83f5ef7ec25c02b2fc73272f4dfb6a52,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7231,-5.5214,5.201700000000001,,,,-6.742981,0.704775,,,,-3.980119,-6.226175,,,,uncalibrated_reference
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,Cc1ccccc1,inchikey_match,true,2.40445,false,c60c0487ce7854e1bd61a7dd8c728c17,hessian_34.h5,15,c7a9b01928f6ef96c38f21ca6e3d1973fd25b035423fdba76981cabc26bdb71a,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.5743,-5.9977,4.576599999999999,,,,-6.364743,0.078913,,,,-4.209556999999999,-6.076613,,,,uncalibrated_reference
YYLLIJHXUHJATK-UHFFFAOYSA-N,cyclohexyl ethanoate,CC(=O)OC1CCCCC1,CC(=O)OC1CCCCC1,inchikey_match,false,,true,975a11b527da5737b10374e21c5eb685,hessian_30.h5,24,0b61dd85974ed86b8760b8578d09602e78324cca10f6e008084999380eb6a831,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1987,-6.2607,4.938000000000001,-10.2729997635,1.6411999464,11.9141997099,-7.213738,0.361911,-0.9257002365000009,-7.9018999464,-6.9761997098999995,-3.9849620000000003,-6.622611,,,,paired_anchor
ZMXDDKWLCZADIW-UHFFFAOYSA-N,dimethylformamide,CN(C)C=O,CN(C)C=O,inchikey_match,true,36.55,true,1acafa1d42bd5e359defc00e0125d315,hessian_32.h5,12,c1d554966331495cdf3c24563879faa81445d58a4131bc7d1eec95d69574b094,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7609,-5.8811,4.8797999999999995,-9.25650024414,1.64900004864,10.90550029278,-6.470867,0.734707,-1.5043997558599997,-7.53010004864,-6.02570029278,-4.290032999999999,-6.615807,,,,paired_anchor
ZPQOPVIELGIULI-UHFFFAOYSA-N,m-Dichlorobenzene,Clc1cccc(Cl)c1,Clc1cccc(Cl)c1,inchikey_match,true,5.04,false,cb9ee32fae765691915c68397e6b8163,hessian_5.h5,12,c80047a6ef8fcf2cd68827de2454daa4e420295fecefb702c54f9468f4d65d12,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.1101,-7.0299,4.0802,,,,-6.816452,-0.707496,,,,-4.293647999999999,-6.322404,,,,uncalibrated_reference
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,2-Butanone,CCC(C)=O,CCC(C)=O,inchikey_match,true,18.51,true,0ac6801af7715c298caf43f252f4d693,hessian_34.h5,13,b04ad6b7bae69ee194ae2eddacc2b617f50f3967dd7b9c06e179fa96663cf0ba,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-10.7578,-6.9211,3.8366999999999996,-9.58349990845,1.70599997044,11.28949987889,-6.66951,-0.291162,-1.1743000915500001,-8.62709997044,-7.4527998788900005,-4.08829,-6.629938,,,,paired_anchor
ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,CC(C)CO,CC(C)CO,inchikey_match,true,17.96,false,0e599b0d7eac511a95b821bf2ade5a98,hessian_17.h5,15,4877daf637b05bb577ccf652c3cc7e77cece1fae8c9b39fc9adaac4315cc8453,ByteDance-Seed/THEMol (Hessian subset) + GFN2-xTB 6.7.1,GFN2-xTB//B3LYP-D3(BJ)/DZVP (gas-phase single point on the DFT geometry),THEMol CC BY-NC 4.0; derived values non-commercial,6.7.1pre,pipeline_audited_eV,-11.0483,0.7735,11.8218,,,,-7.02598,2.016364,,,,-4.02232,-1.242864,,,,uncalibrated_reference
