inchikey,pubchem_cid,pubchem_version,record_name,formula,molecular_mass,charge,multiplicity,source_dataset,source_level,source_license,source_doi,homo_eV,lumo_eV,gap_eV,homo_beta_eV,lumo_beta_eV,dipole_debye,unit_check,structure_check,tags,in_key_registry,in_batt_orbit_pool,in_epsilon_roster,in_viscosity_roster,in_viscosity_sample,in_calibration_sample,batt_homo_eV,batt_lumo_eV,batt_minus_pubchemqc_homo_eV,batt_minus_pubchemqc_lumo_eV,calib_homo_eV,calib_lumo_eV,calibration_id,role
BJEPYKJPYRNKOW-UHFFFAOYSA-N,525,20160829,000000525.B3LYP@PM6.S0,C4H6O5,134.087440,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.635515,-0.857159,6.778356,-7.635515,-0.857159,4.827578,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.572108,,linear_2fold_v1,calibrated_estimate
BJRNKVDFDLYUGJ-UHFFFAOYSA-N,346,20160829,000000346.B3LYP@PM6.S0,C12H16O7,272.251240,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.948409,-0.503411,5.444998,-5.948409,-0.503411,2.757079,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.862646,,linear_2fold_v1,calibrated_estimate
BKAJNAXTPSGJCU-UHFFFAOYSA-N,70,20160829,000000070.B3LYP@PM6.S0,C6H10O3,130.141800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.213738,-2.323852,4.889886,-7.213738,-2.323852,2.839320,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.144742,,linear_2fold_v1,calibrated_estimate
BKIMMITUMNQMOS-UHFFFAOYSA-N,8141,20160829,000008141.B3LYP@PM6.S0,C9H20,128.255100,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.703543,2.446304,10.149847,-7.703543,2.446304,0.044491,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-10.641037,,linear_2fold_v1,calibrated_estimate
BMRWNKZVCUKKSR-UHFFFAOYSA-N,11429,20160829,000011429.B3LYP@PM6.S0,C4H10O2,90.121000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.876317,1.785067,8.661384,-6.876317,1.785067,2.389044,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.802850,,linear_2fold_v1,calibrated_estimate
BOQRPPFUUSHFGW-UHFFFAOYSA-N,432,20160829,000000432.B3LYP@PM6.S0,C10H14N2O,178.230960,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.000110,-0.639468,5.360643,-6.000110,-0.639468,3.952985,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.915032,,linear_2fold_v1,calibrated_estimate
BPYKTIZUTYGOLE-UHFFFAOYSA-N,250,20160829,000000250.B3LYP@PM6.S0,C33H36N4O6,584.662140,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.420508,-2.108882,3.311626,-5.420508,-2.108882,4.700863,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.327750,,linear_2fold_v1,calibrated_estimate
BSRUJCFCZKMFMB-UHFFFAOYSA-N,92,20160829,000000092.B3LYP@PM6.S0,C20H24N2O3,340.416160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.711670,-1.295262,4.416408,-5.711670,-1.295262,2.516644,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.622770,,linear_2fold_v1,calibrated_estimate
BSYVTEYKTMYBMK-UHFFFAOYSA-N,7360,20160829,000007360.B3LYP@PM6.S0,C5H10O2,102.131700,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.522569,1.877586,8.400155,-6.522569,1.877586,2.861322,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.444414,,linear_2fold_v1,calibrated_estimate
BTANRVKWQNVYAZ-UHFFFAOYSA-N,6568,20160829,000006568.B3LYP@PM6.S0,C4H10O,74.121600,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.045028,2.032690,9.077718,-7.045028,2.032690,1.550764,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.973796,,linear_2fold_v1,calibrated_estimate
BTCSSZJGUNDROE-UHFFFAOYSA-N,119,20160829,000000119.B3LYP@PM6.S0,C4H9NO2,103.119760,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.598761,0.321094,6.919855,-6.598761,0.321094,5.204641,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.521616,,linear_2fold_v1,calibrated_estimate
BTGRAWJCKBQKAO-UHFFFAOYSA-N,8128,20160829,000008128.B3LYP@PM6.S0,C6H8N2,108.141120,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.909007,0.391844,9.300851,-8.909007,0.391844,0.000062,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,true,true,true,false,-11.652600,1.735100,-2.743593,1.343256,,,,paired_anchor
BTNXBLUGMAMSSH-UHFFFAOYSA-N,12385,20160829,000012385.B3LYP@PM6.S0,C8H12N2,136.194280,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.631451,0.740150,9.371601,-8.631451,0.740150,0.000083,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,false,-11.337100,1.701400,-2.705649,0.961250,,,,paired_anchor
BTQZKHUEUDPRST-UHFFFAOYSA-N,9606,20160829,000009606.B3LYP@PM6.S0,C7H7F,110.128883,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.378349,-0.100682,6.277667,-6.378349,-0.100682,1.536490,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.298283,,linear_2fold_v1,calibrated_estimate
BUZYGTVTZYSBCU-UHFFFAOYSA-N,7467,20160829,000007467.B3LYP@PM6.S0,C8H7ClO,154.593580,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.922576,-1.695269,5.227307,-6.922576,-1.695269,2.247792,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.849722,,linear_2fold_v1,calibrated_estimate
BVJSUAQZOZWCKN-UHFFFAOYSA-N,125,20160829,000000125.B3LYP@PM6.S0,C7H8O2,124.137220,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.858611,-0.125172,5.733439,-5.858611,-0.125172,1.444724,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.771658,,linear_2fold_v1,calibrated_estimate
BWEKDYGHDCHWEN-UHFFFAOYSA-N,17656,20160829,000017656.B3LYP@PM6.S0,C7H14,98.186060,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.095350,0.976889,7.072239,-6.095350,0.976889,0.200882,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-9.011534,,linear_2fold_v1,calibrated_estimate
BXIPALATIYNHJN-UHFFFAOYSA-N,99,20160829,000000099.B3LYP@PM6.S0,C26H42N7O17P3S,849.634663,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.796025,-1.787788,4.008237,-5.796025,-1.787788,7.557174,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.708243,,linear_2fold_v1,calibrated_estimate
BXRFQSNOROATLV-UHFFFAOYSA-N,541,20160829,000000541.B3LYP@PM6.S0,C7H5NO3,151.119500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.583813,-3.017743,4.566070,-7.583813,-3.017743,2.651263,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.519721,,linear_2fold_v1,calibrated_estimate
BZLVMXJERCGZMT-UHFFFAOYSA-N,15413,20160829,000015413.B3LYP@PM6.S0,C5H12O,88.148180,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.604203,2.217728,8.821931,-6.604203,2.217728,1.217243,dataset_level_eV,inchikey_match_target,batt_orbit_pool;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,false,true,true,false,-9.636600,1.675300,-3.032397,-0.542428,,,,paired_anchor
BZQFBWGGLXLEPQ-UHFFFAOYSA-N,106,20160829,000000106.B3LYP@PM6.S0,C3H8NO6P,185.072481,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.911692,-0.220412,6.691280,-6.911692,-0.220412,2.307549,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.838693,,linear_2fold_v1,calibrated_estimate
CAAMSDWKXXPUJR-UHFFFAOYSA-N,504,20160829,000000504.B3LYP@PM6.S0,C3H4N2O,84.076660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.832779,-0.650352,6.182427,-6.832779,-0.650352,2.370668,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.758735,,linear_2fold_v1,calibrated_estimate
CABVTRNMFUVUDM-UHFFFAOYSA-N,84,20160829,000000084.B3LYP@PM6.S0,C27H44N7O20P3S,911.659443,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.956572,-1.284377,4.672195,-5.956572,-1.284377,10.221162,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.870917,,linear_2fold_v1,calibrated_estimate
CAOMCZAIALVUPA-UHFFFAOYSA-N,563,20160829,000000563.B3LYP@PM6.S0,C4H8O2S,120.170120,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.174263,0.051702,6.225965,-6.174263,0.051702,2.790762,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.091493,,linear_2fold_v1,calibrated_estimate
CAOVWYZQMPNAFJ-UHFFFAOYSA-N,472,20160829,000000472.B3LYP@PM6.S0,C10H9NO4,207.182760,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.708949,-2.541543,3.167405,-5.708949,-2.541543,2.687929,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.620013,,linear_2fold_v1,calibrated_estimate
CBIDRCWHNCKSTO-UHFFFAOYSA-N,647,20160829,000000647.B3LYP@PM6.S0,C5H12O7P2,246.092102,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.713049,-0.282998,6.430050,-6.713049,-0.282998,5.046957,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.637418,,linear_2fold_v1,calibrated_estimate
CBTVGIZVANVGBH-UHFFFAOYSA-N,11807,20160829,000011807.B3LYP@PM6.S0,C4H11NO,89.136240,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.481752,1.776903,8.258655,-6.481752,1.776903,2.795081,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,true,true,true,false,,,,,-9.403056,,linear_2fold_v1,calibrated_estimate
CCSDHAPTHIKZLY-UHFFFAOYSA-N,531,20160829,000000531.B3LYP@PM6.S0,C25H43N8O17P3S,852.638603,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.130725,-0.998658,5.132067,-6.130725,-0.998658,4.570277,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.047378,,linear_2fold_v1,calibrated_estimate
CDOSHBSSFJOMGT-UHFFFAOYSA-N,6549,20160829,000006549.B3LYP@PM6.S0,C10H18O,154.249320,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.171542,0.503411,6.674953,-6.171542,0.503411,1.517761,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-9.088736,,linear_2fold_v1,calibrated_estimate
CFFZDZCDUFSOFZ-UHFFFAOYSA-N,547,20160829,000000547.B3LYP@PM6.S0,C8H8O4,168.146720,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.975620,-0.462594,5.513027,-5.975620,-0.462594,5.817806,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.890218,,linear_2fold_v1,calibrated_estimate
CGPHZDRCVSLMCF-UHFFFAOYSA-N,292,20160829,000000292.B3LYP@PM6.S0,C15H25N3O16P2,565.317022,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.389233,-1.281656,5.107577,-6.389233,-1.281656,3.773271,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.309311,,linear_2fold_v1,calibrated_estimate
CGZZMOTZOONQIA-UHFFFAOYSA-N,10400,20160829,000010400.B3LYP@PM6.S0,C7H12O,112.169580,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.334810,-0.217691,6.117119,-6.334810,-0.217691,3.040557,dataset_level_eV,inchikey_match_target,batt_calibration_sample;batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,true,-9.383500,1.717200,-3.048690,1.934891,,,,paired_anchor
CIKGWCTVFSRMJU-UHFFFAOYSA-N,644,20160829,000000644.B3LYP@PM6.S0,C10H15N5O10P2,427.201122,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.959293,-0.579603,5.379691,-5.959293,-0.579603,8.021171,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.873674,,linear_2fold_v1,calibrated_estimate
CILXJJLQPTUUSS-UHFFFAOYSA-N,562,20160829,000000562.B3LYP@PM6.S0,C6H10O3S,162.206800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.771535,-1.488463,4.283072,-5.771535,-1.488463,2.373671,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.683429,,linear_2fold_v1,calibrated_estimate
CIPFCGZLFXVXBG-UHFFFAOYSA-N,478,20160829,000000478.B3LYP@PM6.S0,C6H16O18P4,500.075484,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.279046,-0.565997,6.713049,-7.279046,-0.565997,3.796594,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.210915,,linear_2fold_v1,calibrated_estimate
CJSBUWDGPXGFGA-UHFFFAOYSA-N,13555,20160829,000013555.B3LYP@PM6.S0,C6H10,82.143600,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.738881,-0.310210,5.428671,-5.738881,-0.310210,0.776034,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest,true,false,true,false,false,false,,,,,-8.650342,,linear_2fold_v1,calibrated_estimate
CKLJMWTZIZZHCS-UHFFFAOYSA-N,424,20160829,000000424.B3LYP@PM6.S0,C4H7NO4,133.102680,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.892644,-0.751034,6.141610,-6.892644,-0.751034,4.618419,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.819393,,linear_2fold_v1,calibrated_estimate
CKTSBUTUHBMZGZ-UHFFFAOYSA-N,637,20160829,000000637.B3LYP@PM6.S0,C9H13N3O4,227.217220,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.864053,-0.647631,5.216423,-5.864053,-0.647631,4.893285,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.777172,,linear_2fold_v1,calibrated_estimate
CMUNUTVVOOHQPW-UHFFFAOYSA-N,554,20160829,000000554.B3LYP@PM6.S0,C7H13NO2,143.183620,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.137509,0.960562,6.098071,-5.137509,0.960562,10.097529,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.041001,,linear_2fold_v1,calibrated_estimate
CNLFCQPCBQQMHK-UHFFFAOYSA-N,627,20160829,000000627.B3LYP@PM6.S0,C6H10O6,178.140000,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.819173,-1.202743,5.616430,-6.819173,-1.202743,3.070679,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.744949,,linear_2fold_v1,calibrated_estimate
CNSJRYUMVMWNMC-UHFFFAOYSA-N,329,20160829,000000329.B3LYP@PM6.S0,C6H13O7PS,260.201981,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.008274,-1.798673,4.209601,-6.008274,-1.798673,2.791434,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.923304,,linear_2fold_v1,calibrated_estimate
COJBGNAUUSNXHX-UHFFFAOYSA-N,48,20160829,000000048.B3LYP@PM6.S0,C5H7NO4,145.113380,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.162037,-2.272151,4.889886,-7.162037,-2.272151,5.448570,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.092356,,linear_2fold_v1,calibrated_estimate
COVFEVWNJUOYRL-UHFFFAOYSA-N,341,20160829,000000341.B3LYP@PM6.S0,C14H10O9,322.223800,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.032764,-1.395944,4.636820,-6.032764,-1.395944,5.715663,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.948119,,linear_2fold_v1,calibrated_estimate
CPELXLSAUQHCOX-UHFFFAOYSA-N,260,20160829,000000260.B3LYP@PM6.S0,BrH,80.911940,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-8.370222,-0.397286,7.972936,-8.370222,-0.397286,1.109211,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-11.316550,,linear_2fold_v1,calibrated_estimate
CPXFTNFOQXXRBF-UHFFFAOYSA-N,64,20160829,000000064.B3LYP@PM6.S0,C6H6Cl2O2,181.016640,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.028701,-0.884370,6.144331,-7.028701,-0.884370,0.000128,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.957253,,linear_2fold_v1,calibrated_estimate
CQEYYJKEWSMYFG-UHFFFAOYSA-N,8846,20160829,000008846.B3LYP@PM6.S0,C7H12O2,128.168980,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.325305,-1.205464,6.119840,-7.325305,-1.205464,1.405887,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,true,true,true,false,false,-10.548700,0.946900,-3.223395,2.152364,,,,paired_anchor
CQQNNQTXUGLUEV-UHFFFAOYSA-N,218,20160829,000000218.B3LYP@PM6.S0,C7H9N5O2,195.178660,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-5.542959,-1.091177,4.451783,-5.542959,-1.091177,8.524056,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-8.451824,,linear_2fold_v1,calibrated_estimate
CRVGTESFCCXCTH-UHFFFAOYSA-N,7767,20160829,000007767.B3LYP@PM6.S0,C5H13NO2,119.162220,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.323926,1.504790,7.828715,-6.323926,1.504790,2.966853,dataset_level_eV,inchikey_match_target,epsilon_roster;key_registry;targeted_harvest;viscosity_roster,true,false,true,true,false,false,,,,,-9.243139,,linear_2fold_v1,calibrated_estimate
CSCPPACGZOOCGX-UHFFFAOYSA-N,180,20160829,000000180.B3LYP@PM6.S0,C3H6O,58.079140,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.653184,-0.337421,6.315762,-6.653184,-0.337421,2.754640,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;named_solvent;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,true,true,true,true,false,-9.646300,1.714900,-2.993116,2.052321,,,,paired_anchor
CTPQAXVNYGZUAJ-UHFFFAOYSA-N,482,20160829,000000482.B3LYP@PM6.S0,C6H17O21P5,580.055385,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-7.801504,-0.405450,7.396054,-7.801504,-0.405450,4.017084,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-10.740296,,linear_2fold_v1,calibrated_estimate
CURLTUGMZLYLDI-UHFFFAOYSA-N,280,20160829,000000280.B3LYP@PM6.S0,CO2,44.009500,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-10.065491,0.794572,10.860064,-10.065491,0.794572,0.000012,dataset_level_eV,inchikey_match_target,key_registry;targeted_harvest;viscosity_roster;viscosity_roster_sample,true,false,false,true,true,false,,,,,-13.034283,,linear_2fold_v1,calibrated_estimate
CVSVTCORWBXHQV-UHFFFAOYSA-N,586,20160829,000000586.B3LYP@PM6.S0,C4H9N3O2,131.133160,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.500800,-0.040817,6.459983,-6.500800,-0.040817,4.186003,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.422357,,linear_2fold_v1,calibrated_estimate
CWIFAKBLLXGZIC-UHFFFAOYSA-N,164596,20160829,000164596.B3LYP@PM6.S0,C4H3F7O,200.054842,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-9.031459,1.110225,10.141683,-9.031459,1.110225,1.179158,dataset_level_eV,inchikey_match_target,batt_orbit_pool;epsilon_roster;key_registry;targeted_harvest,true,true,true,false,false,false,-12.196700,1.561100,-3.165241,0.450875,,,,paired_anchor
CWKHQISAQICLMY-UHFFFAOYSA-N,680,20160829,000000680.B3LYP@PM6.S0,C12H25O4P,264.298261,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.302157,0.391844,6.694001,-6.302157,0.391844,3.900726,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.221082,,linear_2fold_v1,calibrated_estimate
CWLQUGTUXBXTLF-UHFFFAOYSA-N,557,20160829,000000557.B3LYP@PM6.S0,C6H11NO2,129.157040,0,1,molssiai-hub/pubchemqc-b3lyp,B3LYP/6-31G*//PM6 (gas phase),CC BY 4.0,10.1021/acs.jcim.3c00899,-6.430050,0.351027,6.781077,-6.430050,0.351027,5.256603,dataset_level_eV,inchikey_from_pubchem_cid,,false,false,false,false,false,false,,,,,-9.350669,,linear_2fold_v1,calibrated_estimate
