arm,split_id,repeat,fold,fold_seed,train_count,n_test,n_assoc,n_ionic,n_gt60,mae,rmse,r2,spearman,auc_gt15,auc_gt30,mae_lt20,mae_20_60,mae_gt60,mae_assoc,mae_ionic,mae_none,mae_both,bias_assoc,bias_ionic,bias_gt60,spearman_gt60,delta_sign_accuracy
R1_direct_with_logg,24,4,4,66,188,46,7,4,0,5.07229983284,8.15162605411,0.577011737821,0.796101533241,0.984375,0.958333333333,3.94321157874,9.13701754761,,8.28728898185,7.64522342682,4.1352535923,,4.12536525181,-5.74221973419,,,0.804347826087
D0_delta_core,24,4,4,66,188,46,7,4,0,13.0228612075,30.1848649877,-4.7998704618,0.772621481996,0.926339285714,0.829166666667,10.9104202872,20.6276485207,,10.1685690961,95.9632029006,4.11482343628,,6.63425658456,-95.9632029006,,,0.673913043478
D1_delta_core_morgan,24,4,4,66,188,46,7,4,0,12.3041726044,28.2215470822,-4.06992405665,0.790647008257,0.950892857143,0.883333333333,10.6415446843,18.2896331168,,7.28350496957,90.8734839627,4.32895626188,,5.00039945568,-90.8734839627,,,0.673913043478
D2_delta_log,24,4,4,66,188,46,7,4,0,16.2134439648,39.319353894,-8.84130211044,0.731612548232,0.901785714286,0.7625,13.022128398,27.7021800052,,11.6901822434,122.650864958,4.95381962413,,8.63184231661,-122.650864958,,,0.760869565217
D3_delta_leaky,24,4,4,66,188,46,7,4,0,10.1334565841,18.9934277199,-1.29639459128,0.696826721457,0.933035714286,0.858333333333,8.36350105932,16.5052964732,,9.05832039894,53.8658506343,5.35049592966,,5.57498171525,-53.8658506343,,,0.826086956522
O0_onsager,25,5,0,67,187,47,17,0,2,11.1116460792,27.6810459546,0.0118811204291,0.684050764936,0.796992481203,0.745614035088,4.16414954012,13.0171872465,105.459054264,24.0016247691,,3.80732482164,,23.2419874345,,105.459054264,,0.63829787234
O1_structured_offset,25,5,0,67,187,47,17,0,2,9.01725913221,25.426370671,0.166293951145,0.828759543717,0.883458646617,0.845029239766,3.64331568048,8.36040520901,96.9113600965,18.4781870709,,3.6560666336,,14.6942932669,,96.9113600965,,0.68085106383
R0_direct_regression,25,5,0,67,187,47,17,0,2,9.67672043723,26.1159380684,0.120460264353,0.86669943085,0.919172932331,0.918128654971,3.89049427869,8.82133295877,105.350938244,18.8355640039,,4.48670908279,,10.7697937402,,105.350938244,,0.851063829787
R1_direct_with_logg,25,5,0,67,187,47,17,0,2,8.45870512439,25.4994848029,0.161492374498,0.913945352227,0.973684210526,0.926900584795,2.26477525748,8.96613307953,100.912622375,18.0008968676,,3.05146313655,,8.37486907151,,100.912622375,,0.851063829787
D0_delta_core,25,5,0,67,187,47,17,0,2,9.58110122501,26.0318794418,0.126113051487,0.844629061196,0.914473684211,0.897660818713,3.89401288772,9.19552757081,100.429986032,19.8482721636,,3.76303769315,,9.81826557402,,100.429986032,,0.63829787234
D1_delta_core_morgan,25,5,0,67,187,47,17,0,2,9.59577444874,26.3816866717,0.102469283166,0.85131634127,0.896616541353,0.897660818713,3.63820347473,9.41208694997,103.223937037,20.1540532045,,3.61274982045,,11.587018468,,103.223937037,,0.659574468085
D2_delta_log,25,5,0,67,187,47,17,0,2,15.6616791459,50.0716277798,-2.23316318398,0.795004481267,0.883458646617,0.821637426901,3.5451644849,29.3908420087,107.363516351,35.130730683,,4.62921660812,,-6.89881436545,,63.2639100778,,0.765957446809
D3_delta_leaky,25,5,0,67,187,47,17,0,2,7.89438918183,24.9000401367,0.200452446222,0.908675667461,0.960526315789,0.932748538012,2.3014692574,8.43301259494,90.8142841186,17.2311791847,,2.60354151353,,8.1796323649,,90.8142841186,,0.893617021277
O0_onsager,26,5,1,68,187,47,15,9,1,17.7273348991,35.1213025538,-5.42965430093,0.729900841564,0.847916666667,0.828571428571,14.1750525043,28.2811793978,40.0710561236,15.3281466476,65.1599761582,4.6280447364,49.4391816455,4.76223859072,-54.9616095293,40.0710561236,,0.468085106383
O1_structured_offset,26,5,1,68,187,47,15,9,1,16.4353937445,32.8663876699,-4.63054380559,0.775757887864,0.891666666667,0.857142857143,13.6567363434,24.3958144307,36.86285332,13.752881897,60.9337090187,4.66581038636,49.4391816455,-3.32714214812,-50.1864082809,36.86285332,,0.595744680851
R0_direct_regression,26,5,1,68,187,47,15,9,1,4.96901526783,7.07162079246,0.739334039008,0.836286895785,0.922916666667,0.947619047619,4.37856680715,5.70293200989,18.8859924316,7.45257244059,5.39711240133,3.76726839529,10.5002952576,-2.06332248128,1.35575065613,18.8859924316,,0.808510638298
R1_direct_with_logg,26,5,1,68,187,47,15,9,1,5.81827593425,8.45751551287,0.627151843134,0.82407701905,0.914583333333,0.947619047619,5.42972561072,5.95045802612,18.4842666626,8.75444264933,8.11057836745,3.66247765166,11.2074087143,-4.30670576172,-3.27800661723,18.4842666626,,0.808510638298
D0_delta_core,26,5,1,68,187,47,15,9,1,14.8461616004,31.9530833651,-4.3219640848,0.847442025731,0.952083333333,0.87619047619,12.6113621524,24.350016674,0.260390993015,11.1684332205,53.0638721584,4.36521588105,28.2310747701,-10.2726692748,-50.4504519377,0.260390993015,,0.595744680851
D1_delta_core_morgan,26,5,1,68,187,47,15,9,1,14.4257915079,30.1356342269,-3.73376905541,0.828913279658,0.920833333333,0.87619047619,12.6380662682,21.4118866623,8.92294859494,9.72973528153,52.6436279903,4.23061244575,23.7458957034,-6.79674243052,-47.1304120495,8.92294859494,,0.617021276596
D2_delta_log,26,5,1,68,187,47,15,9,1,23.8258367303,51.585900008,-12.8710206547,0.840102917295,0.939583333333,0.866666666667,16.174982174,48.8374450686,49.1405173721,26.8912685951,85.7727908432,4.51714265202,84.2191932467,-24.5138161205,-84.3108333054,-49.1405173721,,0.68085106383
D3_delta_leaky,26,5,1,68,187,47,15,9,1,11.3111447409,22.2633768332,-1.58361899619,0.828365760226,0.910416666667,0.866666666667,9.861545937,16.2283005518,14.3251435718,9.40280933984,36.7403942416,4.13261884874,21.6986783343,-5.40435302972,-33.0761572323,14.3251435718,,0.787234042553
O0_onsager,27,5,2,69,187,47,15,5,1,6.95570610381,13.4221853861,0.125164476763,0.64492628035,0.8,0.875,4.41248531297,9.95288440217,79.6206697687,12.0108930743,5.8180344011,4.35794884292,,11.6015175886,-0.371046398585,79.6206697687,,0.553191489362
O1_structured_offset,27,5,2,69,187,47,15,5,1,7.38117557803,13.1795245642,0.156510984357,0.599249232154,0.833333333333,0.817857142857,5.04543335424,10.5728317345,70.6061308305,9.52121507287,17.76,4.27026022497,,2.58697865041,17.76,70.6061308305,,0.723404255319
R0_direct_regression,27,5,2,69,187,47,15,5,1,5.55013375041,8.92011996498,0.613614042917,0.867707431343,0.93137254902,0.914285714286,3.97273505038,8.55642458916,41.4409576416,8.48270105693,6.44424749374,3.7553530721,,-0.742027152507,3.70910345078,41.4409576416,,0.851063829787
