record_id,name,smiles,inchikey,T_K,inverse_temperature_1_K,viscosity_cP,viscosity_Pa_s,log10_viscosity_cP,md_density_g_cm3,reference,source_doi,source_url,data_status,gate_flags
58,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,384.85,0.002598415,0.445,0.000445,-0.351639989,1.427271838,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
59,bromobenzene,Brc1ccccc1,QARVLSVVCXYDNA-UHFFFAOYSA-N,394.85,0.002532607,0.417,0.000417,-0.379863945,1.416298442,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
60,n-hexylacetylene,C#CCCCCCC,UMIPWJGWASORKV-UHFFFAOYSA-N,298.15,0.003354016,0.657,0.000657,-0.18243463,0.74060261,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
61,2-Propyn-1-ol,C#CCO,TVDSBUOJIPERQY-UHFFFAOYSA-N,293.15,0.003411223,1.68,0.00168,0.225309282,0.913525872,"A Dean John et al. Lange's handbook of chemistry. In Universitas Of Tennese Knoxville, Fifthenth Edition, Mc. Graw Hill Inc, New York. Conference, 1999.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
62,phenylacetylene,C#Cc1ccccc1,UEXCJVNBTNXOEH-UHFFFAOYSA-N,298.15,0.003354016,0.886,0.000886,-0.052566278,0.94032704,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
63,hydrogen cyanide,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,265.65,0.003764352,0.259,0.000259,-0.586700236,0.980782562,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
64,hydrogen cyanide,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,278.15,0.003595182,0.232,0.000232,-0.634512015,0.978750605,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
65,hydrogen cyanide,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,283.95,0.003521747,0.218,0.000218,-0.661543506,0.973873614,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
66,hydrogen cyanide,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,288.25,0.003469211,0.211,0.000211,-0.675717545,0.971687485,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
67,hydrogen cyanide,C#N,LELOWRISYMNNSU-UHFFFAOYSA-N,293.35,0.003408897,0.201,0.000201,-0.696803943,0.96847049,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
68,trans-crotonaldehyde,C/C=C/C=O,MLUCVPSAIODCQM-NSCUHMNNSA-N,298.15,0.003354016,0.52,0.00052,-0.283996656,0.846469785,"Valentin Goussard, Francois Duprat, Jean-Luc Ploix, G erard Dreyfus, Veronique Nardello-Rataj, and Jean-Marie Aubry. A new machine-learning tool for fast estimation of liquid viscosity. application to cosmetic oils. Journal of Chemical Information and Modeling, 60(4):2012-2023, 2020.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
69,isoeugenol,C/C=C/c1ccc(O)c(OC)c1,BJIOGJUNALELMI-ONEGZZNKSA-N,298.15,0.003354016,2.68,0.00268,0.428134794,1.060737397,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
70,isosafrol,C/C=C/c1ccc2c(c1)OCO2,VHVOLFRBFDOUSH-NSCUHMNNSA-N,298.15,0.003354016,4.0,0.0040,0.602059991,1.130060289,"WE Wasburn. International critical tables of numerical data, physics, chemistry and technology. 1st electronic edition. Knovel: Norwich, NY, 2003.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
71,cis-2-pentene,C/C=C\CC,QMMOXUPEWRXHJS-HYXAFXHYSA-N,293.1,0.003411805,0.21,0.00021,-0.677780705,0.643180578,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
72,cis-2-pentene,C/C=C\CC,QMMOXUPEWRXHJS-HYXAFXHYSA-N,298.1,0.003354579,0.2,0.0002,-0.698970004,0.643040599,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
73,cis-2-pentene,C/C=C\CC,QMMOXUPEWRXHJS-HYXAFXHYSA-N,303.1,0.003299241,0.19,0.00019,-0.721246399,0.634256404,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
74,cis-2-pentene,C/C=C\CC,QMMOXUPEWRXHJS-HYXAFXHYSA-N,308.1,0.003245699,0.18,0.00018,-0.744727495,0.635171027,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
75,Dicyclopentadiene,C1=CC2C3C=CC(C3)C2C1,HECLRDQVFMWTQS-UHFFFAOYSA-N,294.2611111,0.003398342,0.736,0.000736,-0.133122186,0.999685224,"Sunghwan Kim, Paul A Thiessen, Tiejun Cheng, Jian Zhang, Asta Gindulyte, and Evan E Bolton. Pug-view: programmatic access to chemical annotations integrated in pubchem. Journal of cheminformatics, 11(1):1-11, 2019.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
76,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,293.1,0.003411805,1.37,0.00137,0.136720567,0.95599517,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
77,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,298.1,0.003354579,1.25,0.00125,0.096910013,0.948471549,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
78,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,303.1,0.003299241,1.15,0.00115,0.06069784,0.945143319,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
79,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,313.1,0.003193868,0.98,0.00098,-0.008773924,0.934370459,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
80,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,323.1,0.003095017,0.83,0.00083,-0.080921908,0.929737568,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
81,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,333.1,0.003002101,0.72,0.00072,-0.142667504,0.913574042,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
82,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,343.1,0.002914602,0.64,0.00064,-0.193820026,0.904962244,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
83,"1,3,5,7-cyclooctatetraene",C1=CC=CC=CC=C1,KDUIUFJBNGTBMD-UHFFFAOYSA-N,353.1,0.002832059,0.57,0.00057,-0.244125144,0.904876395,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
84,cyclopentadiene,C1=CCC=C1,ZSWFCLXCOIISFI-UHFFFAOYSA-N,285.1,0.003507541,0.36,0.00036,-0.443697499,0.83118657,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
85,cyclopentene,C1=CCCC1,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,286.6,0.003489184,0.43,0.00043,-0.366531544,0.764059434,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
86,cyclopentene,C1=CCCC1,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,288.1,0.003471017,0.36,0.00036,-0.443697499,0.764121211,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
87,cyclopentene,C1=CCCC1,LPIQUOYDBNQMRZ-UHFFFAOYSA-N,298.15,0.003354016,0.23,0.00023,-0.638272164,0.759975953,"Valentin Goussard, Francois Duprat, Jean-Luc Ploix, G erard Dreyfus, Veronique Nardello-Rataj, and Jean-Marie Aubry. A new machine-learning tool for fast estimation of liquid viscosity. application to cosmetic oils. Journal of Chemical Information and Modeling, 60(4):2012-2023, 2020.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
88,cyclohexene,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,273.1,0.003661662,0.88,0.00088,-0.055517328,0.814123649,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
89,cyclohexene,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,283.1,0.003532321,0.76,0.00076,-0.119186408,0.802299375,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
90,cyclohexene,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,286.6,0.003489184,0.7,0.0007,-0.15490196,0.799929013,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
91,cyclohexene,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,288.1,0.003471017,0.69,0.00069,-0.161150909,0.800542276,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
92,cyclohexene,C1=CCCCC1,HGCIXCUEYOPUTN-UHFFFAOYSA-N,291.9,0.003425831,0.69,0.00069,-0.161150909,0.795598526,"Diego Alonso Saldana, Laurie Starck, Pascal Mougin, Bernard Rousseau, Nicolas Ferrando, and Benoit Creton. Prediction of density and viscosity of biofuel compounds using machine learning methods. Energy & fuels, 26(4):2416-2426, 2012.",10.1186/s13321-024-00820-5,https://media.springernature.com/original/springer-static/esm/art%3A10.1186%2Fs13321-024-00820-5/MediaObjects/13321_2024_820_MOESM2_ESM.csv,experimental,experimental
